case_id,domain,case_type,business_value,risk_score,risk_band,synthetic_flag,created_at
metrics_case_0025,metrics,metric_conflict_resolution,47304,73,high,True,2026-01-02 00:00:00
metrics_case_0026,metrics,metric_conflict_resolution,72188,36,low,True,2026-01-02 01:00:00
metrics_case_0027,metrics,metric_conflict_resolution,28986,34,low,True,2026-01-02 02:00:00
metrics_case_0028,metrics,metric_conflict_resolution,75527,56,medium,True,2026-01-02 03:00:00
metrics_case_0029,metrics,metric_conflict_resolution,44978,45,medium,True,2026-01-02 04:00:00
metrics_case_0030,metrics,metric_conflict_resolution,11311,18,low,True,2026-01-02 05:00:00
metrics_case_0031,metrics,metric_conflict_resolution,7413,19,low,True,2026-01-02 06:00:00
metrics_case_0032,metrics,metric_conflict_resolution,75937,84,high,True,2026-01-02 07:00:00
metrics_case_0033,metrics,metric_conflict_resolution,5945,80,high,True,2026-01-02 08:00:00
metrics_case_0034,metrics,metric_conflict_resolution,25974,21,low,True,2026-01-02 09:00:00
metrics_case_0035,metrics,metric_conflict_resolution,30737,60,medium,True,2026-01-02 10:00:00
metrics_case_0036,metrics,metric_conflict_resolution,16396,54,medium,True,2026-01-02 11:00:00
metrics_case_0037,metrics,metric_conflict_resolution,28936,73,high,True,2026-01-02 12:00:00
metrics_case_0038,metrics,metric_conflict_resolution,67099,20,low,True,2026-01-02 13:00:00
metrics_case_0039,metrics,metric_conflict_resolution,2306,87,critical,True,2026-01-02 14:00:00
metrics_case_0040,metrics,metric_conflict_resolution,74618,49,medium,True,2026-01-02 15:00:00
metrics_case_0041,metrics,metric_conflict_resolution,77232,71,high,True,2026-01-02 16:00:00
metrics_case_0042,metrics,metric_conflict_resolution,34131,48,medium,True,2026-01-02 17:00:00
metrics_case_0043,metrics,metric_conflict_resolution,14671,71,high,True,2026-01-02 18:00:00
metrics_case_0044,metrics,metric_conflict_resolution,54474,34,low,True,2026-01-02 19:00:00
metrics_case_0045,metrics,metric_conflict_resolution,11650,68,medium,True,2026-01-02 20:00:00
metrics_case_0046,metrics,metric_conflict_resolution,33477,55,medium,True,2026-01-02 21:00:00
metrics_case_0047,metrics,metric_conflict_resolution,86300,55,medium,True,2026-01-02 22:00:00
metrics_case_0048,metrics,metric_conflict_resolution,89596,21,low,True,2026-01-02 23:00:00
metrics_case_0049,metrics,metric_conflict_resolution,69717,50,medium,True,2026-01-03 00:00:00
metrics_case_0050,metrics,metric_conflict_resolution,28675,48,medium,True,2026-01-03 01:00:00
metrics_case_0051,metrics,metric_conflict_resolution,62202,76,high,True,2026-01-03 02:00:00
metrics_case_0052,metrics,metric_conflict_resolution,63781,26,low,True,2026-01-03 03:00:00
metrics_case_0053,metrics,metric_conflict_resolution,35517,75,high,True,2026-01-03 04:00:00
metrics_case_0054,metrics,metric_conflict_resolution,58039,89,critical,True,2026-01-03 05:00:00
metrics_case_0055,metrics,metric_conflict_resolution,1954,41,low,True,2026-01-03 06:00:00
metrics_case_0056,metrics,metric_conflict_resolution,19606,68,medium,True,2026-01-03 07:00:00
metrics_case_0057,metrics,metric_conflict_resolution,47732,75,high,True,2026-01-03 08:00:00
metrics_case_0058,metrics,metric_conflict_resolution,15573,52,medium,True,2026-01-03 09:00:00
metrics_case_0059,metrics,metric_conflict_resolution,15765,71,high,True,2026-01-03 10:00:00
metrics_case_0060,metrics,metric_conflict_resolution,75431,48,medium,True,2026-01-03 11:00:00
