case_id,domain,case_type,business_value,risk_score,risk_band,synthetic_flag,created_at
supply_chain_case_0030,supply_chain,supply_chain_reroute,46063,38,low,True,2026-01-02 05:00:00
supply_chain_case_0031,supply_chain,supply_chain_reroute,62789,89,critical,True,2026-01-02 06:00:00
supply_chain_case_0032,supply_chain,supply_chain_reroute,52719,76,high,True,2026-01-02 07:00:00
supply_chain_case_0033,supply_chain,supply_chain_reroute,18780,48,medium,True,2026-01-02 08:00:00
supply_chain_case_0034,supply_chain,supply_chain_reroute,72567,84,high,True,2026-01-02 09:00:00
supply_chain_case_0035,supply_chain,supply_chain_reroute,64671,17,low,True,2026-01-02 10:00:00
supply_chain_case_0036,supply_chain,supply_chain_reroute,66769,21,low,True,2026-01-02 11:00:00
supply_chain_case_0037,supply_chain,supply_chain_reroute,12664,81,high,True,2026-01-02 12:00:00
supply_chain_case_0038,supply_chain,supply_chain_reroute,12014,49,medium,True,2026-01-02 13:00:00
supply_chain_case_0039,supply_chain,supply_chain_reroute,83553,60,medium,True,2026-01-02 14:00:00
supply_chain_case_0040,supply_chain,supply_chain_reroute,36384,21,low,True,2026-01-02 15:00:00
supply_chain_case_0041,supply_chain,supply_chain_reroute,27784,92,critical,True,2026-01-02 16:00:00
supply_chain_case_0042,supply_chain,supply_chain_reroute,44483,25,low,True,2026-01-02 17:00:00
supply_chain_case_0043,supply_chain,supply_chain_reroute,59994,55,medium,True,2026-01-02 18:00:00
supply_chain_case_0044,supply_chain,supply_chain_reroute,86050,40,low,True,2026-01-02 19:00:00
supply_chain_case_0045,supply_chain,supply_chain_reroute,26493,56,medium,True,2026-01-02 20:00:00
supply_chain_case_0046,supply_chain,supply_chain_reroute,83307,91,critical,True,2026-01-02 21:00:00
supply_chain_case_0047,supply_chain,supply_chain_reroute,3212,54,medium,True,2026-01-02 22:00:00
supply_chain_case_0048,supply_chain,supply_chain_reroute,50412,62,medium,True,2026-01-02 23:00:00
supply_chain_case_0049,supply_chain,supply_chain_reroute,57423,26,low,True,2026-01-03 00:00:00
supply_chain_case_0050,supply_chain,supply_chain_reroute,10424,82,high,True,2026-01-03 01:00:00
supply_chain_case_0051,supply_chain,supply_chain_reroute,13490,72,high,True,2026-01-03 02:00:00
supply_chain_case_0052,supply_chain,supply_chain_reroute,38301,74,high,True,2026-01-03 03:00:00
supply_chain_case_0053,supply_chain,supply_chain_reroute,86994,15,low,True,2026-01-03 04:00:00
supply_chain_case_0054,supply_chain,supply_chain_reroute,54047,28,low,True,2026-01-03 05:00:00
supply_chain_case_0055,supply_chain,supply_chain_reroute,84039,29,low,True,2026-01-03 06:00:00
supply_chain_case_0056,supply_chain,supply_chain_reroute,72588,74,high,True,2026-01-03 07:00:00
supply_chain_case_0057,supply_chain,supply_chain_reroute,42596,49,medium,True,2026-01-03 08:00:00
supply_chain_case_0058,supply_chain,supply_chain_reroute,70843,65,medium,True,2026-01-03 09:00:00
supply_chain_case_0059,supply_chain,supply_chain_reroute,2587,82,high,True,2026-01-03 10:00:00
supply_chain_case_0060,supply_chain,supply_chain_reroute,10713,68,medium,True,2026-01-03 11:00:00
