case_id,domain,case_type,business_value,risk_score,risk_band,synthetic_flag,created_at
reliability_case_0028,reliability,pipeline_reliability_incident,85656,82,high,True,2026-01-02 03:00:00
reliability_case_0029,reliability,pipeline_reliability_incident,11544,48,medium,True,2026-01-02 04:00:00
reliability_case_0030,reliability,pipeline_reliability_incident,76697,36,low,True,2026-01-02 05:00:00
reliability_case_0031,reliability,pipeline_reliability_incident,57699,85,critical,True,2026-01-02 06:00:00
reliability_case_0032,reliability,pipeline_reliability_incident,11851,24,low,True,2026-01-02 07:00:00
reliability_case_0033,reliability,pipeline_reliability_incident,53354,53,medium,True,2026-01-02 08:00:00
reliability_case_0034,reliability,pipeline_reliability_incident,62062,17,low,True,2026-01-02 09:00:00
reliability_case_0035,reliability,pipeline_reliability_incident,2094,58,medium,True,2026-01-02 10:00:00
reliability_case_0036,reliability,pipeline_reliability_incident,41434,22,low,True,2026-01-02 11:00:00
reliability_case_0037,reliability,pipeline_reliability_incident,74460,72,high,True,2026-01-02 12:00:00
reliability_case_0038,reliability,pipeline_reliability_incident,27286,49,medium,True,2026-01-02 13:00:00
reliability_case_0039,reliability,pipeline_reliability_incident,41810,92,critical,True,2026-01-02 14:00:00
reliability_case_0040,reliability,pipeline_reliability_incident,40365,40,low,True,2026-01-02 15:00:00
reliability_case_0041,reliability,pipeline_reliability_incident,27871,15,low,True,2026-01-02 16:00:00
reliability_case_0042,reliability,pipeline_reliability_incident,82741,56,medium,True,2026-01-02 17:00:00
reliability_case_0043,reliability,pipeline_reliability_incident,70535,74,high,True,2026-01-02 18:00:00
reliability_case_0044,reliability,pipeline_reliability_incident,10842,58,medium,True,2026-01-02 19:00:00
reliability_case_0045,reliability,pipeline_reliability_incident,89736,46,medium,True,2026-01-02 20:00:00
reliability_case_0046,reliability,pipeline_reliability_incident,79248,18,low,True,2026-01-02 21:00:00
reliability_case_0047,reliability,pipeline_reliability_incident,26267,69,medium,True,2026-01-02 22:00:00
reliability_case_0048,reliability,pipeline_reliability_incident,75483,77,high,True,2026-01-02 23:00:00
reliability_case_0049,reliability,pipeline_reliability_incident,10471,18,low,True,2026-01-03 00:00:00
reliability_case_0050,reliability,pipeline_reliability_incident,89920,68,medium,True,2026-01-03 01:00:00
reliability_case_0051,reliability,pipeline_reliability_incident,60245,16,low,True,2026-01-03 02:00:00
reliability_case_0052,reliability,pipeline_reliability_incident,58861,25,low,True,2026-01-03 03:00:00
reliability_case_0053,reliability,pipeline_reliability_incident,9049,64,medium,True,2026-01-03 04:00:00
reliability_case_0054,reliability,pipeline_reliability_incident,80835,69,medium,True,2026-01-03 05:00:00
reliability_case_0055,reliability,pipeline_reliability_incident,3580,84,high,True,2026-01-03 06:00:00
reliability_case_0056,reliability,pipeline_reliability_incident,22433,34,low,True,2026-01-03 07:00:00
reliability_case_0057,reliability,pipeline_reliability_incident,13728,51,medium,True,2026-01-03 08:00:00
reliability_case_0058,reliability,pipeline_reliability_incident,70132,83,high,True,2026-01-03 09:00:00
reliability_case_0059,reliability,pipeline_reliability_incident,18640,79,high,True,2026-01-03 10:00:00
reliability_case_0060,reliability,pipeline_reliability_incident,82046,16,low,True,2026-01-03 11:00:00
